n,mu_Thermo,mu_Ham,mu_Ham_Exact,n_TF,mu_TF
190.0,1.521584769943729,119.38711469370173,18.999999971129,57.26826826826827,10.702158881992306
191.0,1.6016681771725416,125.67064691139421,20.00000009778887,57.56756756756757,10.730088691805179
192.0,1.601668200455606,125.6706487382362,19.99999990221113,57.86686686686687,10.757945990411182
193.0,1.6016681934706867,125.67064819018378,20.000000004656613,58.16616616616617,10.785731339654332
194.0,1.6016681969631463,125.6706484642109,20.000000023283064,58.46546546546547,10.813445294160472
195.0,1.6016681888140738,125.67064782481611,19.999999962747097,58.76476476476477,10.841088401465964
196.0,1.601668184157461,125.67064745944663,20.000000055879354,59.06406406406407,10.868661202144377
197.0,1.6016681829933077,125.67064736810244,19.99999998603016,59.36336336336337,10.896164229929589
198.0,1.6016681876499206,125.67064773347374,19.99999998603016,59.66266266266267,10.92359801183638
199.0,1.6016681829933077,125.67064736810426,20.00000001862645,59.96196196196197,10.950963068278254
200.0,1.6016681911423802,125.67064800749722,19.999999972060323,60.26126126126127,10.978259913182637
201.0,1.6016681888140738,125.67064782481611,20.0,60.56056056056057,11.005489054103474
202.0,1.6016681806650013,125.67064718541951,20.00000001862645,60.85985985985987,11.032650992331305
203.0,1.60166819463484,125.67064828152797,19.99999998137355,61.15915915915917,11.05974622300116
204.0,1.6016681934706867,125.67064819018196,20.000000041909516,61.458458458458466,11.08677523519742
205.0,1.6016681853216141,125.670647550789,19.99999998603016,61.757757757757766,11.11373851205728
206.0,1.6016681853216141,125.670647550789,20.000000004656613,62.057057057057065,11.140636530871268
207.0,1.601668179500848,125.67064709407714,19.999999976716936,62.356356356356365,11.167469763181941
208.0,1.6016681876499206,125.67064773347374,19.99999995343387,62.655655655655664,11.194238674880106
209.0,1.601668206276372,125.67064919494806,20.00000006519258,62.954954954954964,11.2209437262995
210.0,1.6016681771725416,125.6706469113924,19.999999958090484,63.25425425425426,11.247585372309146
211.0,1.6817515855655074,131.95417922042543,21.000000084750354,63.553553553553556,11.274164062402987
212.0,1.6817516053561121,131.95418077324575,20.99999998230487,63.852852852852855,11.30068024078975
213.0,1.681751599535346,131.95418031653026,20.999999907799065,64.15215215215215,11.327134346478571
214.0,1.681751604191959,131.95418068190338,21.000000056810677,64.45145145145145,11.353526813363903
215.0,1.6817515948787332,131.9541799511644,20.999999972991645,64.75075075075075,11.379858070308773
